contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
TLL2_k99_96197	5947	No	NA	1	0	0	Low-quality	Genome-fragment	3.22	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL2_k99_97261	10266	No	NA	20	2	0	Low-quality	Genome-fragment	22.54	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_102011	7004	No	NA	8	3	0	Low-quality	Genome-fragment	7.65	HMM-based (lower-bound)	0.0	1.0	
TLL2_k99_106304	6453	No	NA	6	3	0	Low-quality	Genome-fragment	15.43	AAI-based (medium-confidence)	0.0	1.0	
TLL2_k99_118473	5757	No	NA	15	0	0	Low-quality	Genome-fragment	9.24	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL2_k99_124623	13877	No	NA	19	13	0	Low-quality	Genome-fragment	27.73	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_125796	27103	Yes	23460	30	9	2	Medium-quality	Genome-fragment	81.32	AAI-based (high-confidence)	13.44	1.0	
TLL2_k99_132688	27055	No	NA	42	16	0	Medium-quality	Genome-fragment	66.9	AAI-based (medium-confidence)	0.0	1.0	
TLL2_k99_146390	6749	No	NA	9	3	0	Low-quality	Genome-fragment	14.41	AAI-based (medium-confidence)	0.0	1.0	
TLL2_k99_146951	14452	No	NA	27	8	0	Low-quality	Genome-fragment	29.83	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_149024	7836	No	NA	8	0	0	Low-quality	Genome-fragment	6.25	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL2_k99_151657	8353	No	NA	14	3	1	Low-quality	Genome-fragment	9.52	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_155023	10623	No	NA	23	3	2	Low-quality	Genome-fragment	17.4	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_157908	16942	No	NA	26	8	0	High-quality	High-quality	99.27	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_166321	5157	No	NA	11	4	0	Low-quality	Genome-fragment	11.53	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_174582	5380	No	NA	4	3	0	Low-quality	Genome-fragment	12.57	AAI-based (high-confidence)	0.0	1.01	
TLL2_k99_175350	5930	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL2_k99_175671	9850	No	NA	15	1	0	Low-quality	Genome-fragment	6.62	HMM-based (lower-bound)	0.0	1.0	
TLL2_k99_197763	5122	No	NA	8	3	0	Low-quality	Genome-fragment	12.21	AAI-based (medium-confidence)	0.0	1.0	
TLL2_k99_212294	16309	No	NA	10	1	4	Low-quality	Genome-fragment	3.5	HMM-based (lower-bound)	0.0	1.0	
TLL2_k99_222332	14579	No	NA	16	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL2_k99_233474	26050	No	NA	32	13	0	Low-quality	Genome-fragment	46.52	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_253818	14915	No	NA	12	3	1	Low-quality	Genome-fragment	16.79	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_260008	6512	No	NA	10	8	0	Low-quality	Genome-fragment	15.94	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_270772	5676	No	NA	12	8	0	Low-quality	Genome-fragment	15.08	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_272427	5016	No	NA	9	6	0	Low-quality	Genome-fragment	7.71	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_284727	5943	No	NA	15	0	0	Low-quality	Genome-fragment	5.18	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL2_k99_294798	17848	No	NA	25	6	1	Low-quality	Genome-fragment	29.76	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_299168	17916	No	NA	22	11	0	Low-quality	Genome-fragment	29.38	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_306129	5342	No	NA	5	3	0	Low-quality	Genome-fragment	12.72	AAI-based (medium-confidence)	0.0	1.0	
TLL2_k99_323203	9442	No	NA	17	1	0	Low-quality	Genome-fragment	16.62	AAI-based (high-confidence)	0.0	1.01	
TLL2_k99_329725	7280	No	NA	8	4	0	Low-quality	Genome-fragment	19.69	AAI-based (medium-confidence)	0.0	1.0	
TLL2_k99_339211	24015	No	NA	41	3	1	Low-quality	Genome-fragment	42.88	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_364987	10774	No	NA	12	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL2_k99_383988	5160	No	NA	11	0	0	Low-quality	Genome-fragment	12.63	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL2_k99_386375	7765	No	NA	10	2	0	Low-quality	Genome-fragment	17.95	AAI-based (medium-confidence)	0.0	1.0	
TLL2_k99_485411	14495	No	NA	16	3	0	Low-quality	Genome-fragment	44.68	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_506038	5001	No	NA	6	4	0	Low-quality	Genome-fragment	9.95	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_114160_provirus_14281_41538	27258	No	NA	27	2	2	Low-quality	Genome-fragment	30.02	HMM-based (lower-bound)	0.0	1.0	
TLL2_k99_141465_provirus_4017_10665	6649	No	NA	14	0	0	Low-quality	Genome-fragment	10.08	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL2_k99_77696_provirus_4395_12913	8519	No	NA	18	2	0	Low-quality	Genome-fragment	18.42	AAI-based (medium-confidence)	0.0	1.0	
TLL2_k99_48363_provirus_1_9154	9154	No	NA	13	6	1	Low-quality	Genome-fragment	26.79	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_163840_provirus_3_17524	17522	No	NA	29	7	0	Low-quality	Genome-fragment	45.49	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_205145_provirus_2_12612	12611	No	NA	19	6	0	Medium-quality	Genome-fragment	73.97	AAI-based (high-confidence)	0.0	1.0	
TLL2_k99_230388_provirus_1_5631	5631	No	NA	6	4	0	Low-quality	Genome-fragment	8.95	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_58349	13694	No	NA	17	1	0	Low-quality	Genome-fragment	35.86	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_170596	7423	No	NA	9	1	0	Low-quality	Genome-fragment	11.58	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_224337	9814	No	NA	19	3	0	Low-quality	Genome-fragment	26.37	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_295538	5041	Yes	4953	4	1	1	Low-quality	Genome-fragment	12.46	AAI-based (medium-confidence)	1.75	1.0	
TLL3_k99_18206	24442	No	NA	32	1	2	Low-quality	Genome-fragment	22.38	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_19450	6552	No	NA	14	1	0	Low-quality	Genome-fragment	17.92	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_42019	15236	No	NA	15	3	1	Low-quality	Genome-fragment	27.84	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_325312	13697	No	NA	18	10	0	Low-quality	Genome-fragment	32.0	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_81163	5603	No	NA	10	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_219933	6566	Yes	6146	10	1	1	Low-quality	Genome-fragment	16.78	AAI-based (high-confidence)	6.4	1.0	
TLL3_k99_47147	16814	No	NA	19	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_117248	14999	No	NA	17	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_238281	9090	No	NA	13	5	0	Low-quality	Genome-fragment	24.21	AAI-based (high-confidence)	0.0	1.01	
TLL3_k99_379041	8082	No	NA	12	6	0	Low-quality	Genome-fragment	22.05	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_116595	5400	No	NA	9	3	0	Low-quality	Genome-fragment	6.83	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_16366	10072	No	NA	23	4	1	Low-quality	Genome-fragment	16.43	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_64986	9276	No	NA	11	1	0	Low-quality	Genome-fragment	21.81	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_93806	17875	No	NA	18	1	7	Low-quality	Genome-fragment	7.52	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_137424	5816	No	NA	12	2	0	Low-quality	Genome-fragment	15.91	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_164947	31520	No	NA	52	14	1	Medium-quality	Genome-fragment	50.71	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_170993	20590	No	NA	28	8	1	Low-quality	Genome-fragment	33.12	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_228031	10946	No	NA	24	3	0	Low-quality	Genome-fragment	19.17	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_33503	23037	Yes	17880	30	10	3	Low-quality	Genome-fragment	39.18	AAI-based (medium-confidence)	22.39	1.0	
TLL3_k99_248881	8719	No	NA	13	6	0	Low-quality	Genome-fragment	22.2	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_66033	12406	No	NA	17	3	1	Low-quality	Genome-fragment	26.57	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_400043	14302	No	NA	14	4	0	Low-quality	Genome-fragment	23.75	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_245358	5348	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_44551	7383	No	NA	8	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_133366	16235	No	NA	25	17	0	Low-quality	Genome-fragment	43.49	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_220328	5560	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_332800	8175	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_51866	6890	No	NA	10	1	0	Low-quality	Genome-fragment	16.77	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_75164	6943	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_108585	9843	No	NA	9	4	0	Low-quality	Genome-fragment	5.65	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_309623	31681	No	NA	53	1	2	Low-quality	Genome-fragment	15.8	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_335034	6575	No	NA	11	3	1	Low-quality	Genome-fragment	6.4	HMM-based (lower-bound)	0.0	1.01	
TLL3_k99_11497	5402	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_182418	15723	No	NA	7	0	2	Low-quality	Genome-fragment	20.7	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_183298	7971	No	NA	11	6	0	Low-quality	Genome-fragment	19.6	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_314247	10874	No	NA	20	5	1	Low-quality	Genome-fragment	29.13	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_63155	12127	No	NA	17	14	0	Low-quality	Genome-fragment	26.09	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_109376	6559	No	NA	14	6	0	Low-quality	Genome-fragment	13.19	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_264942	12761	No	NA	25	14	1	Low-quality	Genome-fragment	31.35	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_39333	13874	No	NA	11	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_16614	12681	No	NA	23	5	0	Low-quality	Genome-fragment	21.0	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_220824	10161	No	NA	12	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_104220	5519	No	NA	9	2	0	Low-quality	Genome-fragment	11.03	AAI-based (medium-confidence)	0.0	1.01	
TLL3_k99_109140	39113	Yes	36095	40	7	4	High-quality	High-quality	94.51	AAI-based (high-confidence)	7.72	1.0	
TLL3_k99_53498	13473	Yes	5037	10	2	3	Low-quality	Genome-fragment	13.42	AAI-based (medium-confidence)	62.61	1.0	
TLL3_k99_242534	11470	No	NA	24	1	0	Low-quality	Genome-fragment	30.23	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_324185	25747	No	NA	20	5	0	Medium-quality	Genome-fragment	68.29	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_14597	5153	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_38410	12491	No	NA	18	6	0	Low-quality	Genome-fragment	36.19	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_59033	11495	Yes	6515	18	2	2	Low-quality	Genome-fragment	19.68	AAI-based (high-confidence)	43.32	1.0	
TLL3_k99_11454	5082	No	NA	6	0	2	Low-quality	Genome-fragment	9.6	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_22157	5345	No	NA	12	2	0	Low-quality	Genome-fragment	6.79	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_234337	19778	No	NA	29	12	1	Medium-quality	Genome-fragment	54.2	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_287285	14737	No	NA	23	16	0	Low-quality	Genome-fragment	39.01	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_407236	5340	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_113654	6697	No	NA	7	2	0	Low-quality	Genome-fragment	19.3	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_277931	27870	No	NA	47	18	2	Medium-quality	Genome-fragment	75.55	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_95364	5901	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_29206	17164	No	NA	21	10	0	Medium-quality	Genome-fragment	51.16	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_53180	8525	No	NA	15	5	0	Low-quality	Genome-fragment	26.17	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_285876	21313	No	NA	25	11	0	Medium-quality	Genome-fragment	60.9	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_60896	6905	No	NA	6	0	2	Low-quality	Genome-fragment	3.87	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
TLL3_k99_333777	8370	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_53516	5723	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_958	10120	No	NA	21	0	0	Low-quality	Genome-fragment	6.28	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_9734	6071	No	NA	6	2	0	Low-quality	Genome-fragment	7.36	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_10306	6152	No	NA	9	0	5	Low-quality	Genome-fragment	3.29	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_11733	7947	No	NA	16	6	0	Low-quality	Genome-fragment	13.18	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_12612	5931	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_13295	15670	No	NA	27	5	0	Low-quality	Genome-fragment	27.75	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_13472	28022	No	NA	45	5	0	Low-quality	Genome-fragment	20.07	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_16602	5308	No	NA	5	1	0	Low-quality	Genome-fragment	3.28	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_19467	7177	No	NA	9	0	5	Low-quality	Genome-fragment	4.94	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_19537	13271	No	NA	13	2	0	Low-quality	Genome-fragment	30.69	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_20262	8405	No	NA	16	4	0	Low-quality	Genome-fragment	17.88	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_21766	14455	No	NA	16	2	0	Low-quality	Genome-fragment	21.13	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_23163	11736	No	NA	12	7	0	Low-quality	Genome-fragment	23.07	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_24365	9911	No	NA	10	1	2	Low-quality	Genome-fragment	9.03	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_24783	5945	No	NA	6	1	0	Low-quality	Genome-fragment	4.26	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_25095	5781	No	NA	7	1	0	Low-quality	Genome-fragment	8.64	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_28332	13444	No	NA	10	1	0	Low-quality	Genome-fragment	9.29	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_31237	8110	No	NA	8	1	0	Low-quality	Genome-fragment	13.69	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_31434	19952	No	NA	16	9	1	Low-quality	Genome-fragment	34.34	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_32064	7054	No	NA	11	1	3	Low-quality	Genome-fragment	12.56	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_33037	10325	No	NA	11	7	0	Low-quality	Genome-fragment	32.0	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_33315	8798	No	NA	6	1	0	Low-quality	Genome-fragment	22.95	AAI-based (high-confidence)	0.0	1.01	
TLL3_k99_34101	5585	No	NA	5	0	0	Low-quality	Genome-fragment	5.9	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_38724	20419	No	NA	27	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_40251	16849	No	NA	28	14	0	Medium-quality	Genome-fragment	50.73	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_40496	10536	No	NA	10	1	0	Low-quality	Genome-fragment	6.21	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_47071	5093	No	NA	6	1	0	Low-quality	Genome-fragment	13.9	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_47138	9816	No	NA	13	1	0	Low-quality	Genome-fragment	16.17	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_48120	25832	No	NA	34	14	1	Medium-quality	Genome-fragment	57.55	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_48770	7345	No	NA	11	8	0	Low-quality	Genome-fragment	17.07	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_51846	16161	No	NA	20	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_53462	8230	No	NA	15	2	0	Low-quality	Genome-fragment	19.36	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_54119	6509	No	NA	13	1	0	Low-quality	Genome-fragment	4.66	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_55465	20237	No	NA	24	10	0	Low-quality	Genome-fragment	46.18	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_56669	29550	Yes	26688	39	19	2	Medium-quality	Genome-fragment	56.22	AAI-based (high-confidence)	9.69	1.0	
TLL3_k99_60133	7725	No	NA	8	6	0	Low-quality	Genome-fragment	24.02	AAI-based (high-confidence)	0.0	1.01	
TLL3_k99_62147	5392	No	NA	6	3	0	Low-quality	Genome-fragment	12.26	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_65240	8106	No	NA	17	0	0	Low-quality	Genome-fragment	5.03	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_68894	6136	No	NA	13	3	0	Low-quality	Genome-fragment	17.98	AAI-based (high-confidence)	0.0	1.01	
TLL3_k99_69480	15672	No	NA	12	3	1	Low-quality	Genome-fragment	14.08	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_73775	6962	No	NA	18	0	0	Low-quality	Genome-fragment	11.47	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_75300	24926	No	NA	45	8	0	Low-quality	Genome-fragment	49.68	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_78291	7469	No	NA	9	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_78900	5273	No	NA	9	2	0	Low-quality	Genome-fragment	9.09	AAI-based (high-confidence)	0.0	1.03	
TLL3_k99_81764	8763	No	NA	13	6	0	Low-quality	Genome-fragment	21.44	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_84260	8411	No	NA	11	2	0	Low-quality	Genome-fragment	16.68	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_90514	30167	No	NA	36	20	0	Medium-quality	Genome-fragment	73.54	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_91186	17136	No	NA	20	9	0	Low-quality	Genome-fragment	45.79	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_94042	34698	No	NA	51	8	2	Low-quality	Genome-fragment	21.58	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_96485	8447	No	NA	9	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_97869	5025	No	NA	5	3	0	Low-quality	Genome-fragment	4.04	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_106436	12409	No	NA	30	4	0	Low-quality	Genome-fragment	32.79	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_108408	5720	No	NA	4	2	0	Low-quality	Genome-fragment	15.41	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_108539	8055	No	NA	10	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_108937	10255	No	NA	8	2	0	Low-quality	Genome-fragment	15.24	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_109527	18565	No	NA	19	11	0	Medium-quality	Genome-fragment	57.37	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_109631	5152	Yes	2499	12	3	2	Low-quality	Genome-fragment	6.87	AAI-based (high-confidence)	51.49	1.0	
TLL3_k99_109724	17042	No	NA	32	10	0	Medium-quality	Genome-fragment	53.05	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_116787	9442	No	NA	18	1	1	Low-quality	Genome-fragment	16.27	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_117197	9829	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TLL3_k99_123174	28696	No	NA	40	12	1	Medium-quality	Genome-fragment	75.92	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_125239	6678	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_130391	7098	No	NA	11	0	1	Low-quality	Genome-fragment	11.86	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_130925	22938	Yes	7509	22	5	6	Low-quality	Genome-fragment	15.79	AAI-based (medium-confidence)	67.26	1.0	
TLL3_k99_131028	5776	No	NA	7	2	0	Low-quality	Genome-fragment	17.94	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_133728	12102	No	NA	25	1	2	Low-quality	Genome-fragment	10.18	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_134286	6917	No	NA	11	2	0	Low-quality	Genome-fragment	18.44	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_139763	6327	No	NA	7	5	0	Low-quality	Genome-fragment	15.6	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_140762	7379	No	NA	15	0	0	Low-quality	Genome-fragment	22.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_144788	25782	No	NA	26	15	0	Low-quality	Genome-fragment	42.45	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_145445	5917	No	NA	8	4	0	Low-quality	Genome-fragment	16.41	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_148041	21754	No	NA	34	7	0	Medium-quality	Genome-fragment	50.55	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_150776	5125	No	NA	9	2	0	Low-quality	Genome-fragment	15.01	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_151275	7367	No	NA	16	0	0	Low-quality	Genome-fragment	16.41	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_153025	6330	No	NA	8	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_153793	7792	No	NA	17	1	1	Low-quality	Genome-fragment	15.02	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_155102	15715	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TLL3_k99_155772	14629	Yes	12639	22	7	2	Low-quality	Genome-fragment	25.18	AAI-based (medium-confidence)	13.6	1.0	
TLL3_k99_157954	6585	No	NA	20	1	0	Low-quality	Genome-fragment	3.75	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_173339	5492	No	NA	10	2	0	Low-quality	Genome-fragment	14.89	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_174252	5668	No	NA	11	2	0	Low-quality	Genome-fragment	6.16	HMM-based (lower-bound)	0.0	1.0	
TLL3_k99_175241	26547	No	NA	33	17	0	Low-quality	Genome-fragment	16.52	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_176402	9916	No	NA	13	3	0	Low-quality	Genome-fragment	24.0	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_180613	12962	No	NA	23	5	1	Low-quality	Genome-fragment	33.22	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_184224	14981	Yes	10081	18	2	4	Low-quality	Genome-fragment	8.84	AAI-based (medium-confidence)	32.71	1.0	
TLL3_k99_188830	6653	No	NA	8	0	0	Low-quality	Genome-fragment	10.35	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_200046	24157	No	NA	33	13	0	Medium-quality	Genome-fragment	56.16	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_203874	9603	No	NA	14	6	0	Low-quality	Genome-fragment	25.92	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_206226	6015	No	NA	13	3	0	Low-quality	Genome-fragment	3.71	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_208913	10016	No	NA	11	5	0	Low-quality	Genome-fragment	19.96	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_209426	8044	No	NA	16	0	0	Low-quality	Genome-fragment	5.65	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
TLL3_k99_211056	9919	No	NA	13	7	0	Low-quality	Genome-fragment	21.22	AAI-based (medium-confidence)	0.0	1.0	
TLL3_k99_219309	6520	No	NA	18	3	0	Low-quality	Genome-fragment	11.93	AAI-based (high-confidence)	0.0	1.0	
TLL3_k99_220632	5557	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
