votu95_id	num_hyb	num_sr	max_hyb_len	max_sr_len	hyb_VFC	sr_VFC
hyb_TLL94_opera_contig_187930_provirus_146229_225668	2	11	79440	21998	66	
hyb_TLL48_opera_contig_254792_provirus_618930_698354	1	4	79425	8714	45	
hyb_TLL40_opera_contig_96	2	1	79350	6955		
hyb_TLL45_opera_contig_161	6	19	79269	12830	54	
hyb_TLL79_103__full	5	8	79193	24542	12	
hyb_TLL85_74__full	1	4	78979	30970	1	
hyb_TLL100_opera_contig_14_provirus_1_78956	1	2	78956	51633	1	619
hyb_TLL97_opera_contig_78	1	1	78943	5388		
hyb_TLL49_opera_contig_15	1	6	78840	17515		
hyb_TLL81_opera_contig_246900_provirus_275412_354184	5	2	78773	15444	45	
hyb_TLL48_opera_contig_76	1	1	78748	7699	117	
hyb_TLL34_272__full	1	0	78687	0	462	
hyb_TLL35_opera_contig_26	1	4	78675	35953	61	
hyb_TLL2_opera_contig_34	1	3	78646	40672	177	
hyb_TLL85_opera_contig_73	1	3	78588	11153	381	
hyb_TLL38_opera_contig_210450_provirus_331241_409806	1	5	78566	20911	40	
hyb_TLL11_opera_contig_264	2	0	78491	0		
hyb_TLL86_opera_contig_16	1	7	78449	21605	402	
hyb_TLL74_opera_contig_38_provirus_2_78438	1	0	78437	0		
hyb_TLL80_opera_contig_142_provirus_3_78348	2	6	78346	15843	4	
hyb_TLL12_opera_contig_55	1	1	78298	18526		
hyb_TLL22_opera_contig_175098_provirus_3_78247	1	2	78245	33385	86	
hyb_TLL51_opera_contig_273381_provirus_359227_437455	1	5	78229	19963	22	
hyb_TLL108_48__full	1	0	78212	0	27	
hyb_TLL22_opera_contig_23	3	6	78092	34631	10	
hyb_TLL108_opera_contig_86583_provirus_573707_651675	1	2	77969	20120	121	
hyb_TLL49_opera_contig_248288_provirus_3_77958	4	3	77956	9687		
hyb_TLL57_opera_contig_20_provirus_3_77948	1	4	77946	20979	317	
hyb_TLL29_opera_contig_21_provirus_24939_102715	3	1	77777	13025	1	
hyb_TLL62_opera_contig_31	1	3	77755	11087		
hyb_TLL73_15__full_1	5	13	77652	30826	10	
hyb_TLL100_opera_contig_22	1	2	77611	14475		
hyb_TLL27_opera_contig_39	1	0	77591	0	1	
hyb_TLL66_opera_contig_26	1	0	77587	0		
hyb_TLL54_opera_contig_185656_provirus_1_77574	1	13	77574	20405		
hyb_TLL52_opera_contig_13	3	7	77486	9376	1	
hyb_TLL12_opera_contig_61	1	3	77226	18231	228	
hyb_TLL107_opera_contig_94936_provirus_72901_150108	2	4	77208	7035	4	
hyb_TLL39_opera_contig_73	3	10	77121	16242	94	
hyb_TLL99_opera_contig_160046_provirus_2_76948	2	0	76947	0		
hyb_TLL73_opera_contig_1_provirus_172789_249686	1	3	76898	15126		
hyb_TLL103_opera_contig_24_provirus_99225_176005	1	5	76781	11307	40	
hyb_TLL9_opera_contig_30000_provirus_64464_141197	1	2	76734	18277	66	
hyb_TLL51_opera_contig_278056_provirus_107747_184466	1	0	76720	0		
hyb_TLL81_opera_contig_14_provirus_1_76693	1	2	76693	14137		
hyb_TLL56_opera_contig_29	2	14	76587	41230	1	
hyb_TLL13_opera_contig_58	1	3	76524	17151	61	
hyb_TLL81_54__full_1	2	0	76457	0	398	
hyb_TLL12_opera_contig_64	1	0	76380	0		
hyb_TLL101_opera_contig_77	6	8	76179	20189		
hyb_TLL109_opera_contig_20	1	2	75977	10468		
hyb_TLL30_opera_contig_356227_provirus_181935_257810	1	4	75876	12099	2	
hyb_TLL54_opera_contig_39	1	0	75783	0		
hyb_TLL80_opera_contig_133	1	0	75770	0	236	
hyb_TLL85_opera_contig_82603_provirus_121032_196709	1	4	75678	33683	1	
hyb_TLL92_opera_contig_27	2	4	75651	14495	36	
hyb_TLL51_49__full	1	4	75632	8586	186	
hyb_TLL9_29456__full_1	2	3	75617	9410	342	
hyb_TLL100_opera_contig_21	1	3	75594	38150	61	
hyb_TLL6_opera_contig_69	2	2	75547	14505	1	
hyb_TLL39_opera_contig_226043_provirus_928405_1003911	3	2	75507	27609	108	
hyb_TLL49_opera_contig_24	1	1	75498	8121		
hyb_TLL81_opera_contig_246995	1	0	75485	0	117	
hyb_TLL35_opera_contig_31	1	5	75360	13883	10	
hyb_TLL28_opera_contig_27_provirus_39954_115278	1	2	75325	23161	75	
hyb_TLL66_opera_contig_27	2	1	75308	32106		
hyb_TLL18_opera_contig_119	1	2	75084	7918		
hyb_TLL79_opera_contig_7_provirus_91690_166735	1	1	75046	5346		
hyb_TLL63_opera_contig_140107_provirus_171837_246803	6	13	74967	21093	63	
hyb_TLL44_opera_contig_51_provirus_3_74938	2	8	74936	7962	219	
hyb_TLL63_opera_contig_140147_provirus_235286_310193	2	5	74908	25027	56	
hyb_TLL55_opera_contig_23_provirus_1_74825	1	3	74825	7768		
hyb_TLL6_opera_contig_230	2	0	74769	0	117	
hyb_TLL18_opera_contig_89	2	3	74666	39340	1	
hyb_TLL20_opera_contig_22	1	3	74656	28673		
hyb_TLL43_opera_contig_122	1	0	74483	0		
hyb_TLL50_opera_contig_127195_provirus_80540_154865	3	6	74326	32453	108	
hyb_TLL44_opera_contig_74	1	3	74306	11610		
hyb_TLL34_opera_contig_105437_provirus_88067_162367	1	1	74301	37372		
hyb_TLL3_opera_contig_121	1	2	74264	10536		
hyb_TLL43_opera_contig_52	1	3	74249	35012		
hyb_TLL109_opera_contig_26	1	0	74249	0	184	
hyb_TLL30_opera_contig_92_provirus_9937_84121	3	5	74185	26205		
hyb_TLL17_opera_contig_18	1	1	74184	5543	1	
hyb_TLL44_opera_contig_119_provirus_1_74180	5	5	74180	9699	1	
hyb_TLL28_opera_contig_68	3	6	74176	13463		
hyb_TLL25_opera_contig_143405_provirus_288627_362787	1	1	74161	12924	22	
hyb_TLL74_opera_contig_75	1	2	74130	7431		
hyb_TLL6_73__full_1	1	3	74058	24526		
hyb_TLL94_opera_contig_97	2	1	74031	6818	183	
hyb_TLL56_opera_contig_162879_provirus_77_74033	1	0	73957	0	66	
hyb_TLL31_opera_contig_190	3	2	73811	10725	108	
hyb_TLL5_opera_contig_306862_provirus_132848_206553	1	11	73706	31118	21	84
hyb_TLL69_opera_contig_188583_provirus_3_73649	3	4	73647	10792	10	
hyb_TLL69_opera_contig_27	3	5	73646	26004	108	
hyb_TLL78_opera_contig_40	1	6	73645	9362		
hyb_TLL71_52__full_1	5	9	73549	31360	4	
hyb_TLL44_opera_contig_58	3	4	73536	24829	4	
hyb_TLL30_89__full_1	1	4	73524	11699		
hyb_TLL84_opera_contig_39_provirus_98_73619	1	5	73522	25293	63	
hyb_TLL23_158251__full_1	1	5	73459	17639	118	
hyb_TLL78_opera_contig_148335_provirus_1696228_1769586	1	3	73359	8453	38	
hyb_TLL87_opera_contig_27_provirus_37449_110771	2	2	73323	35754		
hyb_TLL24_opera_contig_107630_provirus_71823_145115	1	0	73293	0	1	
hyb_TLL98_111631__full_1	1	2	73271	5960		
hyb_TLL29_49__full	13	20	73167	23463	13	567
hyb_TLL49_1411__full	1	0	73018	0		
hyb_TLL73_opera_contig_27	1	3	72990	24266	231	
hyb_TLL96_38__full_1	1	5	72965	35161	87	547
hyb_TLL12_opera_contig_189478_provirus_1_72932	1	0	72932	0		
hyb_TLL28_opera_contig_220	1	0	72829	0		
hyb_TLL99_opera_contig_82	1	1	72758	6035	26	
hyb_TLL16_opera_contig_579	1	0	72535	0		
hyb_TLL38_opera_contig_107_provirus_40_72513	1	0	72474	0	122	
hyb_TLL83_opera_contig_229310_provirus_142904_215344	1	2	72441	15981	122	
hyb_TLL86_opera_contig_28	2	6	72370	24897	4	
hyb_TLL45_opera_contig_298602_provirus_448395_520763	1	4	72369	11600	343	
hyb_TLL43_opera_contig_54	1	5	72362	10691	323	
hyb_TLL82_opera_contig_7_provirus_1_72361	1	2	72361	7575		
hyb_TLL100_opera_contig_27	2	2	72283	60045		110
hyb_TLL29_opera_contig_53	3	2	72261	14986	49	
hyb_TLL94_opera_contig_188701_provirus_125831_198060	2	9	72230	32859	7	780
hyb_TLL27_opera_contig_29	1	0	72160	0		
hyb_TLL107_opera_contig_96674_provirus_151346_223433	1	9	72088	14832	33	
hyb_TLL41_opera_contig_15	2	3	72086	25128		
hyb_TLL33_opera_contig_105470_provirus_137657_209709	1	3	72053	7379	214	
sr_TLL101_k99_206373	1	4	54128	72037	144	263
hyb_TLL101_opera_contig_104	1	7	71991	19187	10	
hyb_TLL30_opera_contig_118	1	7	71975	10549	61	
hyb_TLL95_113981__full_1	2	3	71890	9529	5	
hyb_TLL51_opera_contig_67_provirus_8564_80323	1	7	71760	20775	4	
hyb_TLL46_opera_contig_33	2	1	71743	7525		
hyb_TLL6_opera_contig_193256_provirus_1_71700	1	1	71700	5258	19	
hyb_TLL23_22__full	2	10	71681	32667	10	
hyb_TLL14_opera_contig_175972_provirus_308460_380105	1	2	71646	7935		
hyb_TLL108_opera_contig_86472_provirus_14117_85744	1	0	71628	0	1	
hyb_TLL59_opera_contig_122048_provirus_105346_176955	4	4	71610	17429	48	
hyb_TLL69_opera_contig_34	4	12	71606	10907	4	
hyb_TLL69_opera_contig_30	4	3	71593	39842	1	
hyb_TLL79_opera_contig_167146_provirus_26549_98071	1	0	71523	0		
hyb_TLL3_opera_contig_212197	2	4	71511	31520	40	
hyb_TLL12_38__full_1	1	2	71496	24922	87	
hyb_TLL6_opera_contig_132	1	2	71453	18879		
hyb_TLL15_71654__full_1	1	6	71426	13723	64	
hyb_TLL92_opera_contig_35	1	3	71390	20618	236	
hyb_TLL88_opera_contig_57	1	3	71377	13148	49	
hyb_TLL38_opera_contig_37_provirus_2_71315	1	0	71314	0		
hyb_TLL44_270681__0_partial_1	1	3	71312	20090	75	718
hyb_TLL28_255850__full_1	1	4	71266	6069	315	
hyb_TLL34_opera_contig_84	1	0	71228	0		
hyb_TLL4_opera_contig_249075	1	0	71120	0		
hyb_TLL34_opera_contig_305	4	1	71117	13180	56	
hyb_TLL76_opera_contig_233569_provirus_187794_258903	3	7	71110	17226	28	
hyb_TLL4_opera_contig_120	1	2	71106	9551		
hyb_TLL17_opera_contig_7320	1	0	71079	0	461	
hyb_TLL45_opera_contig_769	1	0	71058	0	27	
hyb_TLL85_opera_contig_36_provirus_2_71033	1	2	71032	8530		
hyb_TLL81_opera_contig_42	3	4	70993	20063		
hyb_TLL91_opera_contig_28	1	0	70981	0	108	
hyb_TLL38_opera_contig_212217_provirus_68351_139244	1	5	70894	16369	2	
hyb_TLL10_opera_contig_50	3	5	70790	33319	4	
hyb_TLL21_opera_contig_121734_provirus_269431_340186	3	11	70756	11718	30	
hyb_TLL64_opera_contig_131126_provirus_328_71070	4	3	70743	23917	45	
hyb_TLL72_opera_contig_5_provirus_85598_156339	1	3	70742	22566		
hyb_TLL45_opera_contig_293511_provirus_1_70703	1	1	70703	9769	3	
hyb_TLL91_opera_contig_115331_provirus_353_71052	2	5	70700	13031	4	
hyb_TLL81_opera_contig_44	1	4	70639	13683		
hyb_TLL85_opera_contig_82483_provirus_104087_174704	1	7	70618	29107	1	
hyb_TLL52_15__full_1	1	0	70613	0	27	
hyb_TLL106_opera_contig_23_provirus_45_70618	1	1	70574	7728	87	
hyb_TLL31_211__full_1	1	2	70506	8952	4	
hyb_TLL18_opera_contig_304422_provirus_43758_114245	2	6	70488	10377	1	
hyb_TLL9_opera_contig_24	1	5	70471	11455	164	
sr_TLL99_k99_4508_provirus_22193_92662	9	20	65027	70470	54	548
hyb_TLL25_opera_contig_48	1	2	70457	20856	4	
hyb_TLL51_opera_contig_21_provirus_296_70749	1	0	70454	0		
hyb_TLL72_opera_contig_123438_provirus_703454_773789	1	6	70336	11597	205	
hyb_TLL102_opera_contig_238	1	0	70297	0	1	
hyb_TLL17_opera_contig_264087_provirus_81746_151857	4	6	70112	11927	40	
hyb_TLL38_opera_contig_276	1	0	70062	0	67	
hyb_TLL71_opera_contig_235587_provirus_198329_268307	1	5	69979	9972		
hyb_TLL28_opera_contig_257357_provirus_51745_121628	2	2	69884	5107	5	
hyb_TLL31_opera_contig_325977_provirus_520396_590253	2	6	69858	17830	313	
sr_TLL99_k99_224024	0	1	0	69824		
hyb_TLL101_opera_contig_97_provirus_15248_85039	2	2	69792	9740	85	
hyb_TLL36_opera_contig_153295	1	3	69774	12627	1	
hyb_TLL60_opera_contig_108	1	0	69684	0		
hyb_TLL102_opera_contig_1116	1	0	69661	0	40	
hyb_TLL16_opera_contig_42	2	8	69617	10605	156	
hyb_TLL90_opera_contig_42	1	6	69497	21825		
hyb_TLL6_opera_contig_190854_provirus_227929_297415	1	4	69487	21524	211	
hyb_TLL37_opera_contig_156372_provirus_471002_540467	4	9	69466	16218	156	
hyb_TLL29_opera_contig_55_provirus_6930_76384	2	6	69455	20596	1	
hyb_TLL71_opera_contig_61	1	1	69448	33310	1	
hyb_TLL71_55__full_1	1	5	69448	27491	342	
hyb_TLL77_106679__full_1	1	0	69373	0	45	
hyb_TLL12_opera_contig_47	1	3	69370	35991		
hyb_TLL45_opera_contig_185	1	4	69278	25719		
hyb_TLL80_opera_contig_159361_provirus_98418_167660	8	28	69243	28792	16	
hyb_TLL74_opera_contig_78	1	2	69206	5834	108	
hyb_TLL81_opera_contig_5_provirus_125544_194747	1	1	69204	23000	394	
hyb_TLL72_opera_contig_39	2	4	69161	15630		
hyb_TLL16_opera_contig_211002_provirus_260842_329935	3	5	69094	11149	6	
hyb_TLL21_224__full_1	3	5	69062	7317	101	
hyb_TLL31_188__full_1	1	0	69013	0	4	
hyb_TLL55_opera_contig_139892_provirus_31792_100734	3	1	68943	19545		
hyb_TLL53_opera_contig_199552_provirus_292084_360953	7	7	68870	17659	4	
hyb_TLL6_opera_contig_193820_provirus_431024_499855	3	5	68832	22500	10	
hyb_TLL93_opera_contig_9_provirus_82_68882	1	1	68801	54050		
hyb_TLL29_opera_contig_162838_provirus_247241_315985	4	8	68745	27677	1	619
hyb_TLL10_25__full_1	1	3	68704	26318	1	
hyb_TLL80_opera_contig_79	4	9	68576	17252	4	
hyb_TLL51_opera_contig_47	1	2	68555	12837	117	
hyb_TLL4_opera_contig_33_provirus_9601_78150	1	1	68550	11053		
hyb_TLL38_opera_contig_210680_provirus_1_68449	1	2	68449	10950	70	
hyb_TLL38_76__full_1	6	8	68224	13867	68	
hyb_TLL84_opera_contig_162689	2	2	68159	8496		
hyb_TLL18_opera_contig_303837	1	2	68083	10262		
hyb_TLL19_opera_contig_160559_provirus_7186_75239	1	0	68054	0		
hyb_TLL48_opera_contig_104	2	2	68017	10616		
hyb_TLL30_opera_contig_43_provirus_216_68225	1	1	68010	5059	108	
hyb_TLL88_opera_contig_33_provirus_10122_78131	7	11	68010	19694	165	
hyb_TLL38_617__full	1	3	68001	13106		
hyb_TLL99_opera_contig_42_provirus_37267_105256	1	3	67990	6292		
hyb_TLL97_opera_contig_63	1	4	67987	42710	4	545
hyb_TLL46_opera_contig_53	1	0	67981	0		
hyb_TLL92_opera_contig_134378_provirus_393617_461581	2	6	67965	8823	10	
hyb_TLL48_opera_contig_141	2	5	67859	12836	1	
hyb_TLL17_opera_contig_7_provirus_66172_133977	3	4	67806	9700	2	
hyb_TLL103_opera_contig_66295_provirus_56447_124169	1	0	67723	0	34	
hyb_TLL65_opera_contig_2199	1	0	67717	0	328	
hyb_TLL14_opera_contig_32	2	6	67596	30045	101	
hyb_TLL61_opera_contig_148081_provirus_298110_365688	1	1	67579	5870	57	
hyb_TLL89_opera_contig_174696_provirus_556723_624278	1	1	67556	11976		
hyb_TLL3_opera_contig_113	1	5	67491	24157	31	
hyb_TLL94_opera_contig_69_provirus_5973_73417	5	4	67445	21323	1	
hyb_TLL106_opera_contig_154902_provirus_20884_88181	1	2	67298	8247	56	
hyb_TLL35_opera_contig_230293_provirus_121100_188375	2	4	67276	27041	4	
hyb_TLL52_271095__0_partial_1	1	9	67264	19932	46	
hyb_TLL53_opera_contig_26	1	1	67200	20046	122	
hyb_TLL33_opera_contig_46	2	1	67191	5041	108	
hyb_TLL10_opera_contig_143516_provirus_1_67060	1	4	67060	13467	56	
hyb_TLL74_opera_contig_231846_provirus_24234_91279	1	1	67046	6718	41	
hyb_TLL74_opera_contig_76	2	4	67012	13092	4	
hyb_TLL44_opera_contig_361	1	2	66887	6010	301	
hyb_TLL28_opera_contig_136	1	0	66867	0	1	
hyb_TLL68_opera_contig_144936	1	9	66830	20597	4	
hyb_TLL94_opera_contig_83	1	7	66796	22222	314	
hyb_TLL56_opera_contig_160684_provirus_111548_178314	1	6	66767	19481	57	
hyb_TLL32_opera_contig_53_provirus_4214_70961	1	0	66748	0	46	
hyb_TLL3_opera_contig_209488_provirus_192599_259332	2	5	66734	32568	63	
hyb_TLL10_opera_contig_29	1	6	66673	28316	10	
hyb_TLL40_opera_contig_240	1	0	66658	0		
hyb_TLL21_opera_contig_39	1	4	66600	28897	1	
hyb_TLL68_opera_contig_28	2	2	66600	6639	10	
hyb_TLL95_114181__0_partial_1	2	1	66539	50064	4	545
hyb_TLL12_opera_contig_53_provirus_9563_76069	6	9	66507	33831	2	
hyb_TLL79_opera_contig_33	1	0	66499	0	4	
hyb_TLL105_opera_contig_98	1	0	66499	0	1	
hyb_TLL52_30__full	1	2	66493	32247	40	546
hyb_TLL77_opera_contig_35	1	2	66492	8772		
hyb_TLL60_opera_contig_2163	1	0	66463	0		
hyb_TLL108_opera_contig_86547_provirus_17230_83686	3	0	66457	0		
hyb_TLL18_302781__full_1	1	1	66441	5489	71	
hyb_TLL89_171432__full_1	4	5	66424	19606	94	
hyb_TLL45_opera_contig_158_provirus_1178_67594	2	4	66417	28407	46	
hyb_TLL87_opera_contig_105	1	2	66405	7340	167	
hyb_TLL74_opera_contig_81	1	4	66383	24519		
hyb_TLL7_opera_contig_142359_provirus_24173_90553	3	6	66381	17332	10	
hyb_TLL31_300__full_1	2	0	66378	0	1	
hyb_TLL38_opera_contig_212337_provirus_69858_136215	2	3	66358	34508	4	
hyb_TLL39_opera_contig_224011_provirus_271643_337995	2	5	66353	17614	221	
hyb_TLL83_41__full_1	1	4	66310	16781		
hyb_TLL91_opera_contig_213	2	3	66297	8719	1	
hyb_TLL85_opera_contig_77_provirus_1_66256	3	5	66256	24464	1	
hyb_TLL86_opera_contig_26_provirus_437_66681	2	3	66245	12219	4	
hyb_TLL40_opera_contig_196146_provirus_3_66225	1	1	66223	10152		
hyb_TLL62_opera_contig_164983_provirus_518927_585031	1	0	66105	0	4	
hyb_TLL66_opera_contig_51	1	0	66104	0		
hyb_TLL31_opera_contig_242	1	0	66080	0		
hyb_TLL67_opera_contig_199275_provirus_218175_284217	2	3	66043	8890	40	
hyb_TLL27_50__full_1	2	3	66022	18895	396	
hyb_TLL28_81__full	1	4	65982	11297	192	
hyb_TLL62_opera_contig_45	2	3	65977	14114	4	
hyb_TLL103_opera_contig_65050_provirus_145757_211719	1	1	65963	7474	156	
hyb_TLL13_opera_contig_222238_provirus_85142_151085	1	3	65944	11198	28	
hyb_TLL91_opera_contig_115309_provirus_84226_150158	1	1	65933	12222		
hyb_TLL54_opera_contig_184674_provirus_45731_111656	1	3	65926	29131	2	
hyb_TLL99_161801__0_partial_1	6	0	65897	0	101	
hyb_TLL53_opera_contig_17	1	0	65895	0		
hyb_TLL37_opera_contig_38_provirus_12205_78079	1	0	65875	0		
hyb_TLL60_opera_contig_66	2	4	65860	10478	188	
hyb_TLL100_opera_contig_30	1	5	65853	15350	67	
hyb_TLL31_opera_contig_329181_provirus_15139_80982	2	1	65844	6183	63	
hyb_TLL95_115129__0_partial_1	1	2	65837	19983	110	
hyb_TLL102_opera_contig_232	2	0	65835	0	1	
hyb_TLL37_opera_contig_155129_provirus_249014_314842	2	5	65829	17106	140	
hyb_TLL43_opera_contig_349213_provirus_21911_87702	2	3	65792	8039	101	
hyb_TLL45_opera_contig_135_provirus_8932_74663	4	3	65732	11770	2	
hyb_TLL101_opera_contig_112	1	2	65721	9761	49	
hyb_TLL78_opera_contig_85	1	2	65680	8045	122	
hyb_TLL29_opera_contig_92	1	1	65630	9528		
hyb_TLL3_opera_contig_213306_provirus_323812_389431	4	4	65620	8870	6	
hyb_TLL72_opera_contig_126983_provirus_63774_129368	1	2	65595	8905	4	
hyb_TLL94_opera_contig_186987_provirus_252783_318376	1	1	65594	11049	59	
hyb_TLL33_opera_contig_639_provirus_14167_79731	4	8	65565	17275	1	
hyb_TLL5_opera_contig_72	1	4	65472	12231		
hyb_TLL73_opera_contig_156064_provirus_39245_104684	1	6	65440	9619	61	
hyb_TLL51_opera_contig_62	1	3	65425	19124		
hyb_TLL2_opera_contig_2_provirus_264856_330274	1	1	65419	5422		
hyb_TLL5_opera_contig_305421	1	4	65390	7904		
hyb_TLL46_opera_contig_115217_provirus_16928_82282	2	5	65355	30533	10	
hyb_TLL44_opera_contig_268576	4	7	65304	24221	4	
hyb_TLL31_110__full_1	2	1	65302	5377	10	
hyb_TLL4_opera_contig_93_provirus_13638_78919	6	3	65282	10975	377	
hyb_TLL60_opera_contig_53	1	2	65281	26105		
hyb_TLL55_opera_contig_36	1	4	65188	26866		
hyb_TLL71_opera_contig_71	1	1	65166	17041	27	
hyb_TLL9_opera_contig_29975_provirus_732665_797828	2	3	65164	5402	10	
hyb_TLL40_opera_contig_116	1	4	65164	8845		
hyb_TLL89_259__full	1	2	65152	5969	1	
hyb_TLL69_opera_contig_23_provirus_1_65149	7	12	65149	17184		
hyb_TLL40_opera_contig_198495_provirus_221330_286447	1	0	65118	0	45	
hyb_TLL16_opera_contig_211420_provirus_124193_189279	4	3	65087	12153	10	
hyb_TLL97_opera_contig_68	1	1	65073	15195		
hyb_TLL28_257050__0_partial_1	5	9	65067	19330	4	
hyb_TLL94_opera_contig_187907_provirus_312269_377333	1	3	65065	24933	10	
hyb_TLL49_opera_contig_253435_provirus_1249_66305	2	0	65057	0	45	
hyb_TLL31_opera_contig_325730_provirus_135444_200474	1	2	65031	5904	10	
hyb_TLL36_36__full_1	1	1	65026	25685	87	
hyb_TLL77_opera_contig_150	1	0	65017	0		
hyb_TLL43_opera_contig_72	1	3	65005	7279		
hyb_TLL99_opera_contig_75	2	9	64981	64978	225	638
hyb_TLL71_opera_contig_497	2	6	64930	14302	1	
hyb_TLL91_opera_contig_116978_provirus_229308_294206	3	5	64899	19441	1	
hyb_TLL77_opera_contig_105735_provirus_768794_833690	2	4	64897	23371	10	
hyb_TLL10_opera_contig_145474_provirus_5876_70735	1	2	64860	5209		
hyb_TLL45_opera_contig_317	3	3	64779	31696	56	
hyb_TLL71_opera_contig_121	1	3	64770	10004	41	
hyb_TLL16_opera_contig_52	2	1	64762	8029	117	
hyb_TLL89_opera_contig_172987_provirus_406421_471157	5	7	64737	26908	54	
hyb_TLL103_opera_contig_66_provirus_24316_89031	1	2	64716	17415	1	
hyb_TLL47_opera_contig_69893_provirus_396563_461258	1	8	64696	35767	2	
hyb_TLL16_opera_contig_655	1	0	64664	0		
hyb_TLL43_opera_contig_71	1	1	64662	24473	10	
hyb_TLL107_opera_contig_97335_provirus_3_64662	1	2	64660	7774	192	
hyb_TLL26_opera_contig_64_provirus_1229_65872	2	4	64644	12985	46	
hyb_TLL90_97413__full	1	1	64637	23038	3	
hyb_TLL102_opera_contig_165	1	2	64630	6996	1	
hyb_TLL44_61__full_1	1	3	64604	31073	87	
hyb_TLL44_opera_contig_64	2	6	64572	13841	221	
hyb_TLL23_opera_contig_158251_provirus_82091_146653	1	0	64563	0	118	
hyb_TLL106_opera_contig_155842_provirus_24905_89457	1	0	64553	0	45	
hyb_TLL15_opera_contig_40	1	3	64551	10407		
hyb_TLL67_47__full_1	1	4	64455	17172	87	
hyb_TLL47_70136__0_partial_1	3	1	64443	6049	46	
hyb_TLL69_189405__full_1	1	5	64424	16888	103	
hyb_TLL55_116__full_1	8	11	64399	39068	63	
hyb_TLL74_opera_contig_100	1	1	64373	13888		
hyb_TLL51_opera_contig_126	1	4	64304	16489	4	
hyb_TLL63_opera_contig_138742_provirus_5960_70259	2	4	64300	16994	103	
hyb_TLL56_opera_contig_46	1	6	64281	32608	1	
hyb_TLL8_opera_contig_119900_provirus_3_64269	1	1	64267	7382		
hyb_TLL106_91__full	11	15	64258	24278	90	60
hyb_TLL42_15__full_1	2	5	64245	13369	54	
hyb_TLL45_79__full_1	1	2	64243	43895	87	547
hyb_TLL83_opera_contig_40	6	7	64221	54687	4	545
hyb_TLL35_opera_contig_35	5	7	64215	28945	4	
hyb_TLL78_opera_contig_84	1	5	64196	14208	54	
hyb_TLL25_opera_contig_15_provirus_36287_100436	1	2	64150	25475	54	
hyb_TLL90_opera_contig_41_provirus_4239_68364	1	5	64126	15880	272	
hyb_TLL30_opera_contig_195	2	1	64109	41028		
hyb_TLL97_opera_contig_310672_provirus_3_64076	1	1	64074	5929	54	
hyb_TLL107_opera_contig_95754_provirus_57255_121324	2	7	64070	17649	10	
hyb_TLL71_opera_contig_85	1	2	63987	7685		
hyb_TLL101_opera_contig_340	1	1	63937	13549		
hyb_TLL45_opera_contig_295992_provirus_1_63927	1	6	63927	7876	7	
hyb_TLL10_opera_contig_32	1	1	63849	31154	4	
hyb_TLL97_opera_contig_72	1	2	63845	11816		
hyb_TLL16_opera_contig_44	1	3	63817	15187		
hyb_TLL94_opera_contig_186980_provirus_783882_847688	14	14	63807	11854	53	
hyb_TLL62_opera_contig_48	1	1	63789	10805		
hyb_TLL91_opera_contig_116907_provirus_76550_140308	1	1	63759	5938	155	
hyb_TLL64_opera_contig_129473_provirus_296842_360530	1	4	63689	8769	79	
hyb_TLL1_opera_contig_45	1	4	63683	23547	177	
hyb_TLL71_opera_contig_76	1	2	63641	50350	117	139
hyb_TLL28_opera_contig_193_provirus_3_63628	1	2	63626	8524	181	
hyb_TLL63_opera_contig_138862_provirus_180138_243761	1	4	63624	18463		
hyb_TLL71_opera_contig_74	1	6	63601	11320		
hyb_TLL60_opera_contig_150913_provirus_69713_133263	2	3	63551	10297		
hyb_TLL62_opera_contig_49	1	0	63549	0	10	
hyb_TLL35_opera_contig_40	1	4	63487	25973	307	
hyb_TLL88_opera_contig_344795_provirus_69095_132566	1	2	63472	37026	40	546
hyb_TLL6_opera_contig_404	1	0	63429	0	117	
hyb_TLL11_opera_contig_164889_provirus_733720_797146	1	4	63427	11584	148	
hyb_TLL45_opera_contig_384	1	0	63388	0		
hyb_TLL43_opera_contig_73	5	9	63387	34306	54	
hyb_TLL106_155822__0_partial_1	1	0	63370	0	56	
hyb_TLL18_opera_contig_303750_provirus_139070_202436	6	12	63367	20419	21	84
hyb_TLL31_opera_contig_325981_provirus_285286_348628	1	3	63343	22457	61	
hyb_TLL13_opera_contig_102	8	15	63331	13195	1	
hyb_TLL40_opera_contig_196421_provirus_809496_872803	2	3	63308	15540	28	
hyb_TLL101_opera_contig_330	1	5	63303	9720		
hyb_TLL38_210051__full_1	3	2	63279	6649	164	
hyb_TLL53_opera_contig_201832_provirus_29875_93146	1	3	63272	5678	61	
hyb_TLL25_opera_contig_274	2	5	63255	5718	83	
hyb_TLL31_opera_contig_398	1	0	63206	0	1	
hyb_TLL106_opera_contig_153157_provirus_9352_72557	2	2	63206	6877	39	
hyb_TLL28_opera_contig_257499_provirus_312122_375316	1	0	63195	0	66	
hyb_TLL20_189001__full_1	1	2	63192	38857	103	
hyb_TLL20_opera_contig_185954_provirus_204428_267611	6	8	63184	13042	13	
